,question_code,sentence,polarity_annotation,emotion_annotation,narrative_form,periodical_name,sentiment_pysentimiento,emotion_pysentimiento,nf_sentiment_lexicon_dispecs,nf_sentiment_lexicon_computational,nf_sentiment_lexicon_corrected,lexicon_emotion,manual_lexicon_sent_score,comp_lexicon_sent_score,corr_lexicon_sent_score,sentiment_py,emotion_py,Sentiment-GPT3-simple,sentiment_annotation_list,gpt-3-new,corr_lexicon_sent_score_list,manual_lexicon_sent_score_list,computational_lexicon_sent_score_list
83,G00Q251,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,NEU,no_agreement,S,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-8_Nr-155_105-626.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.848, NEU: 0.141, POS: 0.010})","AnalyzerOutput(output=others, probas={others: 0.936, anger: 0.037, sadness: 0.018, disgust: 0.004, fear: 0.002, surprise: 0.001, joy: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,others,NEG,2,3,1,1,1
84,G00Q253,"Mas yo no sé como entorpecidas por una especie de encanto mis piernas, al primer paso que fuí a dar caí tendido en tierra, de que no sin mucha fatiga pude levantarme.",NEG,no_agreement,TR,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-8_Nr-161_105-632.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.808, NEU: 0.171, POS: 0.022})","AnalyzerOutput(output=sadness, probas={sadness: 0.735, others: 0.153, surprise: 0.068, fear: 0.032, joy: 0.008, anger: 0.002, disgust: 0.002})",0.3333333333333333,0.3333333333333333,0.3333333333333333,joy,POS,POS,POS,NEG,sadness,NEG,3,3,1,1,1
85,G00Q254,La verdadera gloria consiste en merecer la gloria.,POS,no_agreement,D,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-8_Nr-163_105-634.txt","AnalyzerOutput(output=POS, probas={POS: 0.793, NEU: 0.184, NEG: 0.022})","AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.037, sadness: 0.003, surprise: 0.002, anger: 0.001, fear: 0.001, disgust: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,1,1,1,1,1
86,G00Q255,Basten para acreditarlo algunas expresiones que van de bastardilla por su singular belleza y exâctitud.,POS,no_agreement,MT,"1787_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-8_Nr-165_105-636.txt","AnalyzerOutput(output=POS, probas={POS: 0.574, NEU: 0.402, NEG: 0.024})","AnalyzerOutput(output=others, probas={others: 0.993, joy: 0.002, sadness: 0.002, surprise: 0.002, anger: 0.001, fear: 0.000, disgust: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,POS,others,POS,1,1,1,1,1
87,G00Q256,"Declara este Tribunal que no se admiten empeños ni resortes para que se inserten cartas ni otros papeles en el periódico que publica, pues bastará solo el mérito de la obra para que nosotros lo hagamos sin necesidad de ellos;",NEU,no_agreement,MT,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-63_7947.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.689, NEG: 0.232, POS: 0.079})","AnalyzerOutput(output=others, probas={others: 0.977, anger: 0.011, sadness: 0.006, surprise: 0.002, joy: 0.001, disgust: 0.001, fear: 0.001})",0.0,0.0,0.0,sadness,NEU,NEU,NEU,NEU,others,POS,2,1,2,2,2
88,G00Q257,"La aurora de un nuevo periódico se presenta apacible á la sociedad, y la anima con indecible esplendor.",POS,no_agreement,MT,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-62_7946.txt,"AnalyzerOutput(output=POS, probas={POS: 0.823, NEU: 0.162, NEG: 0.015})","AnalyzerOutput(output=joy, probas={joy: 0.628, others: 0.354, sadness: 0.007, surprise: 0.006, fear: 0.003, disgust: 0.001, anger: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,POS,joy,POS,1,1,1,1,1
89,G00Q258,"El sexô femenil se concentró en las gracias naturales y sencillas que le dió naturaleza, suprimió los vaidos fingidos, los melindres pueriles, y dexó de hablar tan á menudo de sus jaquecas y vapores.",POS,no_agreement,EX,1787_El-Corresponsal-del-Apologista_Anonym_Vol-1_Nr-1_091-92.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.584, POS: 0.285, NEG: 0.131})","AnalyzerOutput(output=others, probas={others: 0.985, joy: 0.010, sadness: 0.002, anger: 0.002, surprise: 0.001, disgust: 0.000, fear: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,NEU,others,POS,1,1,1,1,1
90,G00Q260,"El teatro, decía yo, que deberia ser la escuela de las costumbres de la Nacion, es en España la escuela de la supersticion, del engaño, y de todos los vicios.",NEG,no_agreement,D,"1787_El-Observador_Marchena,-José_Vol-1_Nr-02_113-844.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.905, NEU: 0.086, POS: 0.009})","AnalyzerOutput(output=others, probas={others: 0.936, anger: 0.028, sadness: 0.021, disgust: 0.008, surprise: 0.003, joy: 0.002, fear: 0.002})",0.3333333333333333,0.3333333333333333,0.3333333333333333,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
91,G00Q261,"A buen seguro que no es ningun media cuchara, sino un hombre muy hecho, ó se me alcanza poco de achaque de estilos.",POS,no_agreement,MT,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-60_7944.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.723, POS: 0.148, NEG: 0.129})","AnalyzerOutput(output=others, probas={others: 0.991, surprise: 0.003, sadness: 0.003, anger: 0.001, joy: 0.001, fear: 0.001, disgust: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,NEU,others,POS,1,1,1,1,1
92,G00Q262,"Diferentes sectas religiosas, costumbres diversas dividian las opiniones de los desdichados Selenitas.",NEG,no_agreement,??,??,"AnalyzerOutput(output=NEG, probas={NEG: 0.728, NEU: 0.232, POS: 0.039})","AnalyzerOutput(output=others, probas={others: 0.965, anger: 0.014, sadness: 0.009, disgust: 0.005, joy: 0.002, fear: 0.002, surprise: 0.002})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,NEG,3,3,2,2,2
93,G00Q263,"y tales comilonas, las quiero por el provecho de mi salud, en todos los primeros Lunes de cada mes.",POS,no_agreement,EX,1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-001_099-385.txt,"AnalyzerOutput(output=POS, probas={POS: 0.884, NEU: 0.112, NEG: 0.004})","AnalyzerOutput(output=others, probas={others: 0.769, joy: 0.225, surprise: 0.002, sadness: 0.001, anger: 0.001, fear: 0.001, disgust: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,1,1,1,1,1
94,G00Q264,"Quémense pues al momento; pero entonces fuera preciso llevar á la hoguera (¡y con quánta mas razon!) todos los ensayos sobre materias particulares, todo discurso suelto, y añadir los compendios, y aun todo libro que tenga índice, pues no se ignora que los índices son, sus maestros mas queridos.",NEG,no_agreement,MT,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-50_7903.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.777, NEG: 0.160, POS: 0.063})","AnalyzerOutput(output=others, probas={others: 0.862, anger: 0.094, sadness: 0.033, disgust: 0.005, surprise: 0.003, fear: 0.002, joy: 0.001})",1.0,1.0,1.0,surprise,POS,POS,POS,NEU,others,POS,3,1,1,1,1
95,G00Q265,"Nos quexamos continuamente de que nuestros dias son breves, y vivimos como si debiesen ser eternos.",NEG,no_agreement,MT,1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-003_099-387.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.914, NEU: 0.079, POS: 0.007})","AnalyzerOutput(output=others, probas={others: 0.596, sadness: 0.356, anger: 0.031, disgust: 0.006, joy: 0.004, fear: 0.004, surprise: 0.002})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,POS,3,1,2,2,2
96,G00Q267,"Los dos sexôs, y todos los estados de la república estan inficionados.",NEG,no_agreement,MT,1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-006_099-390.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.524, NEG: 0.453, POS: 0.023})","AnalyzerOutput(output=others, probas={others: 0.990, surprise: 0.003, fear: 0.003, sadness: 0.002, anger: 0.001, disgust: 0.001, joy: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEG,3,3,2,2,2
97,G00Q268,aplaude la buena educacion Francesa;,POS,no_agreement,FP,1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-008_099-392.txt,"AnalyzerOutput(output=POS, probas={POS: 0.846, NEU: 0.138, NEG: 0.016})","AnalyzerOutput(output=joy, probas={joy: 0.861, others: 0.133, sadness: 0.002, surprise: 0.002, anger: 0.001, disgust: 0.001, fear: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,POS,joy,POS,1,1,1,1,1
98,G00Q269,"Si vmd. ama mas las alabanzas que el mérito, aborrezca á lo ménos todo lo que es comun, y no tolere que ninguna persona tenga la osadía de alabarle en su presencia.",NEU,no_agreement,MT,1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-009_099-393.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.845, NEU: 0.127, POS: 0.028})","AnalyzerOutput(output=anger, probas={anger: 0.713, others: 0.126, disgust: 0.109, sadness: 0.046, fear: 0.004, joy: 0.002, surprise: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEG,anger,NEG,2,3,1,1,1
99,G00Q270,"Es gallardo jóven, tiene los ojos mas negros, y los dientes mas blancos que he visto en el mundo.",POS,no_agreement,LB,1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-010_099-394.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.782, NEU: 0.135, POS: 0.082})","AnalyzerOutput(output=others, probas={others: 0.826, joy: 0.149, sadness: 0.011, surprise: 0.007, disgust: 0.003, fear: 0.003, anger: 0.002})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,POS,1,1,1,1,1
100,G01Q02,"Continuamente la oygo decir à sus solas, y mascando, que no quiere hablar, ni decir cosa alguna; pero que teniendo la cabeza sobre la almohada, bien sabe.",NEU,no_agreement,LB, 1761-07-08_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-07_093-241.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.632, NEG: 0.192, POS: 0.176})","AnalyzerOutput(output=others, probas={others: 0.991, joy: 0.003, sadness: 0.002, surprise: 0.001, anger: 0.001, fear: 0.001, disgust: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,NEU,others,POS,2,1,1,1,1
101,G01Q03,"Matò à un Joven por haver murmurado de la conducta de una Dama, la que èl mismo havia deshonrado con un proceder infame.",NEG,no_agreement,EX, 1761-09-05_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-15_099-381.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.922, NEU: 0.068, POS: 0.010})","AnalyzerOutput(output=anger, probas={anger: 0.691, disgust: 0.247, others: 0.031, sadness: 0.014, surprise: 0.008, fear: 0.007, joy: 0.001})",0.0,0.0,0.0,disgust,NEU,NEU,NEU,NEG,anger,NEG,3,3,2,2,2
102,G01Q04,"Pero no havia pisado sus umbrales, quando la Discordia, y el Engaño, seguidos de una numerosa comiva, quedaron suspensos, y atonitos, aguardando con respestuoso silencio, el paradero de una aparicion tan opuesta à su gusto.",NEU,no_agreement,TR, 1761-09-05_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-15_099-381.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.769, NEU: 0.215, POS: 0.016})","AnalyzerOutput(output=sadness, probas={sadness: 0.556, others: 0.365, anger: 0.026, fear: 0.025, disgust: 0.015, surprise: 0.010, joy: 0.003})",0.0,0.0,0.0,anger,NEU,NEU,NEU,NEG,sadness,NEG,2,3,2,2,2
103,G01Q05,"Su tierno corazon, su espiritu admirable, su modestia, su urbanidad, su bella presencia, su buena crianza, y la obligacion que tengo à sus rendimientos, desde el primer momento que me viò, merecen la atencion de qualquiera.",POS,joy,FP,  1761-09-26_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-18_099-384.txt,"AnalyzerOutput(output=POS, probas={POS: 0.922, NEU: 0.069, NEG: 0.008})","AnalyzerOutput(output=joy, probas={joy: 0.936, others: 0.038, sadness: 0.019, anger: 0.003, disgust: 0.001, surprise: 0.001, fear: 0.001})",0.7142857142857143,0.7142857142857143,0.7142857142857143,joy,POS,POS,POS,POS,joy,POS,1,1,1,1,1
104,G01Q06,"Otra Señorita, hermosa por extremo, garbosa de talle, de un oìdo admirable, y de una voz aplaudida, tiene à pesar de tantas prendas, el defecto, que, quando sale à baylar, sus rancadas, y sacudimientos destemplados, dàn à conocer, que quiere agradar con afectacion ridicula;",NEG,no_agreement,??, 1761-07-27_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-10_093-244.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.750, NEU: 0.212, POS: 0.037})","AnalyzerOutput(output=anger, probas={anger: 0.519, others: 0.230, sadness: 0.193, disgust: 0.046, joy: 0.007, surprise: 0.004, fear: 0.002})",0.0,0.0,0.0,joy,NEU,NEU,NEU,NEG,anger,NEG,3,3,2,2,2
105,G01Q50,Tiene algunos intervalos de juicio; pero luego le buelve el frenesì con mayor fuerza.,NEG,no_agreement,LB, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-1_Nr-06_096-314.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.690, POS: 0.278, NEG: 0.032})","AnalyzerOutput(output=others, probas={others: 0.978, surprise: 0.010, fear: 0.006, sadness: 0.003, anger: 0.001, joy: 0.001, disgust: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEU,others,NEG,3,3,1,1,1
106,G01Q51,El Mayorázgo disipa sus rentas sin conocimiento del trabajo que costó adquirirlas á sus antepasados,NEG,no_agreement,FP, 1786_El-Juzgado-Casero_Anónimo_Vol-1_Nr-01_470.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.751, NEU: 0.232, POS: 0.016})","AnalyzerOutput(output=others, probas={others: 0.943, sadness: 0.022, anger: 0.021, disgust: 0.006, surprise: 0.004, joy: 0.002, fear: 0.002})",1.0,0.0,1.0,others,POS,NEU,POS,NEG,others,NEG,3,3,1,1,2
107,G01Q07,"Mi muger aborrece hasta el nombre de Cortejo, y su sencillèz no le permite entender cómo puede haver Dama, que tenga intimidad, llaneza, ni confianzas con quien no es su marido.",NEG,no_agreement,SP,1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-1_Nr-06_096-314.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.945, NEU: 0.051, POS: 0.003})","AnalyzerOutput(output=others, probas={others: 0.814, anger: 0.066, sadness: 0.045, disgust: 0.030, fear: 0.027, surprise: 0.018, joy: 0.001})",0.2,0.3333333333333333,0.2,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
108,G01Q53,"Pues ha de saber Vmd. que, como si fuera un disparate quanto sale de mi boca, lo mismo es articular una palabra, que celebrarla todos con unos elogios y unas admiraciones, que yo conozco que son una verdadera burla; porque, reflexionando en lo que acabo de decir, veo bien que qualquiera diria otro tanto.",NEG,no_agreement,SP, 1787_El-Censor_Anonym-(García-de-Cañuelo-Luis+-Pereira-Luis-Marcelino)_Vol-8_Nr-150_105-621.txt,"AnalyzerOutput(output=POS, probas={POS: 0.491, NEU: 0.442, NEG: 0.067})","AnalyzerOutput(output=others, probas={others: 0.978, sadness: 0.010, anger: 0.008, joy: 0.001, disgust: 0.001, surprise: 0.001, fear: 0.000})",0.2,0.2,0.2,joy,POS,POS,POS,POS,others,NEU,3,2,1,1,1
109,G01Q9,"El amor, que todos tenemos à la libertad, impedirà quizà que mis advertencias hagan impression en vuestro espiritu.",NEU,no_agreement,LB, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-3_Nr-029_107-684.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.525, NEG: 0.256, POS: 0.218})","AnalyzerOutput(output=others, probas={others: 0.972, sadness: 0.017, joy: 0.005, fear: 0.002, anger: 0.002, surprise: 0.001, disgust: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEU,others,POS,2,1,1,1,1
110,G01Q54,"Si el amigo no hallaba este espediente para apartar el pronóstico, yo no dudo que en la misma noche, muchas de aquellas Señoras hubieran caido enfermas.",NEG,no_agreement,EX, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-002_099-386.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.588, NEU: 0.393, POS: 0.019})","AnalyzerOutput(output=others, probas={others: 0.536, sadness: 0.324, fear: 0.086, surprise: 0.040, disgust: 0.009, anger: 0.003, joy: 0.003})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
111,G01Q10,"La lectura à que yo intento conduciros, solo podrà mejorar vuestro talento, y éste tambien lograrà enmendarse por medio de la prudencia, y discrecion en todo.",POS,trust,FP, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-3_Nr-029_107-684.txt,"AnalyzerOutput(output=POS, probas={POS: 0.635, NEU: 0.348, NEG: 0.017})","AnalyzerOutput(output=others, probas={others: 0.855, joy: 0.136, anger: 0.004, sadness: 0.002, fear: 0.001, surprise: 0.001, disgust: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,1,1,1,1,1
112,G01Q55,"No nos desviamos de la verdad si comparamos á nuestros Médicos con los antiguos Bretones, en tiempo de Cesar; unos mataban á pie, otros estando en carro.",NEG,no_agreement,EX, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-005_099-389.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.631, NEU: 0.344, POS: 0.024})","AnalyzerOutput(output=anger, probas={anger: 0.859, disgust: 0.072, sadness: 0.043, others: 0.021, fear: 0.003, surprise: 0.002, joy: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,anger,POS,3,1,2,2,2
113,G01Q11,"Huid, Señora, de éstas, y preferid à su comunicacion la de las mas viles, y comunes mugeres; porque éstas no son, sino Demonios con faldas.",NEG,fear,FP,1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-3_Nr-030_107-685.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.807, NEU: 0.171, POS: 0.022})","AnalyzerOutput(output=others, probas={others: 0.525, anger: 0.290, disgust: 0.125, sadness: 0.036, fear: 0.017, surprise: 0.004, joy: 0.003})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,others,NEG,3,3,3,3,3
114,G01Q12,"Yo soy un hombre, que por lo ordinario gusto de ir contra la corriente",NEU,no_agreement,SP, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-3_Nr-031_107-686.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.489, NEU: 0.453, POS: 0.057})","AnalyzerOutput(output=others, probas={others: 0.983, sadness: 0.007, joy: 0.005, surprise: 0.001, anger: 0.001, disgust: 0.001, fear: 0.001})",0.0,0.3333333333333333,0.0,joy,NEU,POS,NEU,NEG,others,POS,2,1,2,2,1
115,G01Q13,"Convencerá tal vez nuestro espiritu; pero poco importa: no gana, no somete nuestro corazon; y à pesar de sus raciocinios artificiosos, tenemos bastante fuerza para resistirle",POS,trust,SP, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-3_Nr-031_107-686.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.548, POS: 0.268, NEG: 0.184})","AnalyzerOutput(output=others, probas={others: 0.795, sadness: 0.169, joy: 0.017, anger: 0.012, disgust: 0.004, fear: 0.002, surprise: 0.001})",0.6666666666666666,1.0,0.6666666666666666,joy,POS,POS,POS,NEU,others,NEG,1,3,1,1,1
116,G01Q14,"Una muger hermosa, y entendida nos convence casi sin que lo conozcamos.",POS,surprise,SP, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-3_Nr-031_107-686,"AnalyzerOutput(output=POS, probas={POS: 0.900, NEU: 0.090, NEG: 0.011})","AnalyzerOutput(output=joy, probas={joy: 0.493, others: 0.490, sadness: 0.006, surprise: 0.006, fear: 0.001, disgust: 0.001, anger: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,POS,joy,POS,1,1,1,1,1
117,G01Q56,"Semejantes documentos, apenas se aprenderán en un mes.",POS,no emotion,S, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-011_111-792.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.670, NEU: 0.307, POS: 0.023})","AnalyzerOutput(output=others, probas={others: 0.958, sadness: 0.020, anger: 0.011, surprise: 0.004, disgust: 0.003, fear: 0.003, joy: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,POS,1,1,2,2,2
118,G01Q57,"Pero pocas Damas tengo báxo mi direccion, que desde que entraron en mi academia, no sepan dar un golpe de Abanico, sin que se oiga de una extremidad de la sala á otra; ántes bien descargan unos golpes tan fuertes, que el ruido iguala al de un pistolete.",POS,joy,S, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-011_111-792.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.971, NEU: 0.026, POS: 0.002})","AnalyzerOutput(output=others, probas={others: 0.596, anger: 0.232, surprise: 0.046, sadness: 0.046, fear: 0.045, disgust: 0.033, joy: 0.001})",-1.0,-1.0,-1.0,joy,NEG,NEG,NEG,NEG,others,POS,1,1,3,3,3
119,G01Q15,Esta parte es la mas dificultosa de todo el exercicio.,NEU,no emotion,S, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-4_Nr-048_107-699.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.885, NEU: 0.108, POS: 0.007})","AnalyzerOutput(output=others, probas={others: 0.991, joy: 0.003, surprise: 0.003, fear: 0.001, sadness: 0.001, anger: 0.000, disgust: 0.000})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,NEG,2,3,2,2,2
120,G01Q16,"El ocioso quiere un espectaculo, que le haga sobrellevar alguna parte del tiempo, que le pesa.",NEG,no_agreement,FP, 1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-4_Nr-048_107-699.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.605, NEG: 0.347, POS: 0.047})","AnalyzerOutput(output=others, probas={others: 0.995, sadness: 0.002, joy: 0.002, surprise: 0.000, fear: 0.000, anger: 0.000, disgust: 0.000})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEG,3,3,2,2,2
121,G01Q59,"A una persona de esta cláse, se le oirá decir frequentemente: yo soy la persona mas perezosa del mundo.",NEG,no_agreement,FP, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-017_111-798.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.687, NEU: 0.303, POS: 0.010})","AnalyzerOutput(output=others, probas={others: 0.992, joy: 0.005, surprise: 0.002, anger: 0.000, sadness: 0.000, fear: 0.000, disgust: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
122,G01Q60,"Una muger de esta cláse, es sucia en su casa, golosa en su mesa, desaliñada en sus vestidos y persona, y la habitacion que ella ocupa, se asemeja á una caballeriza.",NEG,no_agreement,S, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-1_Nr-018_111-799.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.848, NEU: 0.144, POS: 0.008})","AnalyzerOutput(output=others, probas={others: 0.977, sadness: 0.007, anger: 0.007, surprise: 0.003, disgust: 0.003, fear: 0.002, joy: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
123,G01Q17,"Las quisieron virtuosas, y las tienen virtuosas: ellas les conquistaron con el recato el miramiento, el pundonor, y el retiro, y asi ellos no tienen de que arrepentirse, porque se hallan con mugeres recatadas, de miramiento, pundonorosas, y retiradas.",POS,joy,EX, 1763_La-Pensadora-Gaditana_Beatriz-Cienfuegos_Vol-1_Nr-02_08C-53,"AnalyzerOutput(output=POS, probas={POS: 0.664, NEU: 0.300, NEG: 0.036})","AnalyzerOutput(output=others, probas={others: 0.748, sadness: 0.123, joy: 0.082, anger: 0.026, surprise: 0.010, disgust: 0.009, fear: 0.002})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,1,1,1,1,1
124,G01Q61,"El de la izquierda encerraba imprecaciones, juramentos, ansias y congojas",NEG,no emotion,TR, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-2_Nr-001_111-800.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.738, NEU: 0.244, POS: 0.017})","AnalyzerOutput(output=fear, probas={fear: 0.568, others: 0.300, surprise: 0.089, sadness: 0.021, joy: 0.013, disgust: 0.006, anger: 0.003})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,fear,POS,3,1,2,2,2
125,G01Q62,"Quanto mas lo miraba tanto mas me parecia haberle visto en cierto pais, sin poderme acordar ni del tiempo, ni del parage.",NEU,surprise,TR, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-2_Nr-002_111-801.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.593, NEU: 0.366, POS: 0.041})","AnalyzerOutput(output=sadness, probas={sadness: 0.540, others: 0.417, fear: 0.015, surprise: 0.014, joy: 0.005, anger: 0.004, disgust: 0.004})",1.0,1.0,1.0,others,POS,POS,POS,NEG,sadness,NEG,2,3,1,1,1
126,G01Q18,"Finalmente, era lo mas recóndito de él, y con el auxîlio de nuestros microscopios descubrimos un hombre pequeñito vestido de color de panza de sapo muy a lo petimetre.",NEG,surprise,FP, 1763_La-Pensadora-Gaditana_Beatriz-Cienfuegos_Vol-1_Nr-07_08C-57.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.547, POS: 0.409, NEG: 0.043})","AnalyzerOutput(output=others, probas={others: 0.937, surprise: 0.031, joy: 0.019, sadness: 0.009, fear: 0.003, disgust: 0.001, anger: 0.000})",-1.0,0.0,-1.0,others,NEG,NEU,NEG,NEU,others,POS,3,1,3,3,2
