Sentence Code,To Annotate,Proposed Polarity,GPT
G00Q250[1].,"Oyéron los golpes dos menestrales, que trabajaban en el claustro, y saliendo á la Iglesia, no solo viéron á la Imágen bañada en sangre, sino que la oyéron quexarse con amargos y sentidos suspiros.",positive,No
G00Q250[2].,"Oyéron los golpes dos menestrales, que trabajaban en el claustro, y saliendo á la Iglesia, no solo viéron á la Imágen bañada en sangre, sino que la oyéron quexarse con amargos y sentidos suspiros.",neutral,Yes
G00Q250[3].,"Oyéron los golpes dos menestrales, que trabajaban en el claustro, y saliendo á la Iglesia, no solo viéron á la Imágen bañada en sangre, sino que la oyéron quexarse con amargos y sentidos suspiros.",negative,No
,"La fama y los ilustres contratiempos Recordará con lágrimas Prosigue Si esto no basta, y te dirá qué año.",positive,No
,"La fama y los ilustres contratiempos Recordará con lágrimas Prosigue Si esto no basta, y te dirá qué año.",neutral,Yes
,"La fama y los ilustres contratiempos Recordará con lágrimas Prosigue Si esto no basta, y te dirá qué año.",negative,No
G00Q251[1].,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,positive,No
G00Q251[2].,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,neutral,Yes
G00Q251[3].,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,negative,No
G00Q253[1].,"Mas yo no sé como entorpecidas por una especie de encanto mis piernas, al primer paso que fuí a dar caí tendido en tierra, de que no sin mucha fatiga pude levantarme.",positive,No
G00Q253[2].,"Mas yo no sé como entorpecidas por una especie de encanto mis piernas, al primer paso que fuí a dar caí tendido en tierra, de que no sin mucha fatiga pude levantarme.",neutral,Yes
G00Q253[3].,"Mas yo no sé como entorpecidas por una especie de encanto mis piernas, al primer paso que fuí a dar caí tendido en tierra, de que no sin mucha fatiga pude levantarme.",negative,No
G00Q252[1].,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,positive,No
G00Q252[2].,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,neutral,Yes
G00Q252[3].,es menester que se guarde bien de contribuir ni con sus caudales ni con sus tareas á ningun establecimiento nuevo por mas que se ponderen sus ventajas:,negative,No
G00Q254[1].,La verdadera gloria consiste en merecer la gloria.,positive,No
G00Q254[2].,La verdadera gloria consiste en merecer la gloria.,neutral,Yes
G00Q254[3].,La verdadera gloria consiste en merecer la gloria.,negative,No
G00Q255[1].,Basten para acreditarlo algunas expresiones que van de bastardilla por su singular belleza y exâctitud.,positive,No
G00Q255[2].,Basten para acreditarlo algunas expresiones que van de bastardilla por su singular belleza y exâctitud.,neutral,Yes
G00Q255[3].,Basten para acreditarlo algunas expresiones que van de bastardilla por su singular belleza y exâctitud.,negative,No
G00Q256[1].,"Declara este Tribunal que no se admiten empeños ni resortes para que se inserten cartas ni otros papeles en el periódico que publica, pues bastará solo el mérito de la obra para que nosotros lo hagamos sin necesidad de ellos;",positive,No
G00Q256[2].,"Declara este Tribunal que no se admiten empeños ni resortes para que se inserten cartas ni otros papeles en el periódico que publica, pues bastará solo el mérito de la obra para que nosotros lo hagamos sin necesidad de ellos;",neutral,Yes
G00Q256[3].,"Declara este Tribunal que no se admiten empeños ni resortes para que se inserten cartas ni otros papeles en el periódico que publica, pues bastará solo el mérito de la obra para que nosotros lo hagamos sin necesidad de ellos;",negative,No
G00Q257[1].,"La aurora de un nuevo periódico se presenta apacible á la sociedad, y la anima con indecible esplendor.",positive,No
G00Q257[2].,"La aurora de un nuevo periódico se presenta apacible á la sociedad, y la anima con indecible esplendor.",neutral,Yes
G00Q257[3].,"La aurora de un nuevo periódico se presenta apacible á la sociedad, y la anima con indecible esplendor.",negative,No
G00Q258[1].,"El sexô femenil se concentró en las gracias naturales y sencillas que le dió naturaleza, suprimió los vaidos fingidos, los melindres pueriles, y dexó de hablar tan á menudo de sus jaquecas y vapores.",positive,No
G00Q258[2].,"El sexô femenil se concentró en las gracias naturales y sencillas que le dió naturaleza, suprimió los vaidos fingidos, los melindres pueriles, y dexó de hablar tan á menudo de sus jaquecas y vapores.",neutral,Yes
G00Q258[3].,"El sexô femenil se concentró en las gracias naturales y sencillas que le dió naturaleza, suprimió los vaidos fingidos, los melindres pueriles, y dexó de hablar tan á menudo de sus jaquecas y vapores.",negative,No
G00Q259[1].,"Me parece haber hablado sin adhesion, y sin usar de términos ofensivos, solo por el bien de la humanidad.",positive,No
G00Q259[2].,"Me parece haber hablado sin adhesion, y sin usar de términos ofensivos, solo por el bien de la humanidad.",neutral,Yes
G00Q259[3].,"Me parece haber hablado sin adhesion, y sin usar de términos ofensivos, solo por el bien de la humanidad.",negative,No
G00Q260[1].,"El teatro, decía yo, que deberia ser la escuela de las costumbres de la Nacion, es en España la escuela de la supersticion, del engaño, y de todos los vicios.",positive,No
G00Q260[2].,"El teatro, decía yo, que deberia ser la escuela de las costumbres de la Nacion, es en España la escuela de la supersticion, del engaño, y de todos los vicios.",neutral,Yes
G00Q260[3].,"El teatro, decía yo, que deberia ser la escuela de las costumbres de la Nacion, es en España la escuela de la supersticion, del engaño, y de todos los vicios.",negative,No
G00Q261[1].,"A buen seguro que no es ningun media cuchara, sino un hombre muy hecho, ó se me alcanza poco de achaque de estilos.",positive,No
G00Q261[2].,"A buen seguro que no es ningun media cuchara, sino un hombre muy hecho, ó se me alcanza poco de achaque de estilos.",neutral,Yes
G00Q261[3].,"A buen seguro que no es ningun media cuchara, sino un hombre muy hecho, ó se me alcanza poco de achaque de estilos.",negative,No
G00Q262[1].,"Diferentes sectas religiosas, costumbres diversas dividian las opiniones de los desdichados Selenitas.",positive,No
G00Q262[2].,"Diferentes sectas religiosas, costumbres diversas dividian las opiniones de los desdichados Selenitas.",neutral,Yes
G00Q262[3].,"Diferentes sectas religiosas, costumbres diversas dividian las opiniones de los desdichados Selenitas.",negative,No
G00Q263[1].,"y tales comilonas, las quiero por el provecho de mi salud, en todos los primeros Lunes de cada mes.",positive,No
G00Q263[2].,"y tales comilonas, las quiero por el provecho de mi salud, en todos los primeros Lunes de cada mes.",neutral,Yes
G00Q263[3].,"y tales comilonas, las quiero por el provecho de mi salud, en todos los primeros Lunes de cada mes.",negative,No
G00Q264[1].,"Quémense pues al momento; pero entonces fuera preciso llevar á la hoguera (¡y con quánta mas razon!) todos los ensayos sobre materias particulares, todo discurso suelto, y añadir los compendios, y aun todo libro que tenga índice, pues no se ignora que los índices son, sus maestros mas queridos.",positive,No
G00Q264[2].,"Quémense pues al momento; pero entonces fuera preciso llevar á la hoguera (¡y con quánta mas razon!) todos los ensayos sobre materias particulares, todo discurso suelto, y añadir los compendios, y aun todo libro que tenga índice, pues no se ignora que los índices son, sus maestros mas queridos.",neutral,Yes
G00Q264[3].,"Quémense pues al momento; pero entonces fuera preciso llevar á la hoguera (¡y con quánta mas razon!) todos los ensayos sobre materias particulares, todo discurso suelto, y añadir los compendios, y aun todo libro que tenga índice, pues no se ignora que los índices son, sus maestros mas queridos.",negative,No
G00Q265[1].,"Nos quexamos continuamente de que nuestros dias son breves, y vivimos como si debiesen ser eternos.",positive,No
G00Q265[2].,"Nos quexamos continuamente de que nuestros dias son breves, y vivimos como si debiesen ser eternos.",neutral,Yes
G00Q265[3].,"Nos quexamos continuamente de que nuestros dias son breves, y vivimos como si debiesen ser eternos.",negative,No
G00Q266[1].,"Ya he demostrado que el tiempo que se pierde en el ocio, es el mas largo y mas enfadoso.",positive,No
G00Q266[2].,"Ya he demostrado que el tiempo que se pierde en el ocio, es el mas largo y mas enfadoso.",neutral,Yes
G00Q266[3].,"Ya he demostrado que el tiempo que se pierde en el ocio, es el mas largo y mas enfadoso.",negative,No
G00Q267[1].,"Los dos sexôs, y todos los estados de la república estan inficionados.",positive,No
G00Q267[2].,"Los dos sexôs, y todos los estados de la república estan inficionados.",neutral,Yes
G00Q267[3].,"Los dos sexôs, y todos los estados de la república estan inficionados.",negative,No
G00Q268[1].,aplaude la buena educacion Francesa;,positive,No
G00Q268[2].,aplaude la buena educacion Francesa;,neutral,Yes
G00Q268[3].,aplaude la buena educacion Francesa;,negative,No
G00Q269[1].,"Si vmd. ama mas las alabanzas que el mérito, aborrezca á lo ménos todo lo que es comun, y no tolere que ninguna persona tenga la osadía de alabarle en su presencia.",positive,No
G00Q269[2].,"Si vmd. ama mas las alabanzas que el mérito, aborrezca á lo ménos todo lo que es comun, y no tolere que ninguna persona tenga la osadía de alabarle en su presencia.",neutral,Yes
G00Q269[3].,"Si vmd. ama mas las alabanzas que el mérito, aborrezca á lo ménos todo lo que es comun, y no tolere que ninguna persona tenga la osadía de alabarle en su presencia.",negative,No
G00Q270[1].,"Es gallardo jóven, tiene los ojos mas negros, y los dientes mas blancos que he visto en el mundo.",positive,No
G00Q270[2].,"Es gallardo jóven, tiene los ojos mas negros, y los dientes mas blancos que he visto en el mundo.",neutral,Yes
G00Q270[3].,"Es gallardo jóven, tiene los ojos mas negros, y los dientes mas blancos que he visto en el mundo.",negative,No
